1,61
2,59
3,58
4,57
5,57
6,59
7,62
8,59
9,60
10,61
11,60
12,59
13,61
14,59
15,60
16,60
17,62
18,60
19,63
20,61
21,63
22,62
23,61
24,62
25,60
26,60
27,63
28,61
29,62
30,59
31,60
32,59
33,58
34,57
35,61
36,60
37,61
38,59
39,59
40,60
41,61
42,59
43,59
44,60
45,60
46,57
47,57
48,59
49,61
50,61
51,59
52,60
53,58
54,62
55,61
56,60
57,61
58,62
59,61
60,62
61,62
62,62
63,58
64,61
65,58
66,57
67,59
68,59
69,60
70,60
71,60
72,57
73,57
74,58
75,59
76,60
77,60
78,59
79,59
80,59
81,59
82,62
83,61
84,62
85,60
86,63
87,60
88,61
89,62
90,62
91,62
92,63
93,61
94,63
95,61
96,61
97,57
98,60
99,59
100,59
101,62
102,63
103,59
104,58
105,60
106,57
107,60
108,61
109,61
110,62
111,59
112,58
113,60
114,62
115,58
116,58
117,61
118,61
119,60
120,61
121,61
122,62
123,61
124,62
125,62
126,60
127,63
128,62
129,60
130,59
131,60
132,60
133,63
134,59
135,59
136,59
137,62
138,59
139,60
140,61
141,59
142,61
143,60
144,62
145,59
146,59
147,56
148,56
149,61
150,61
151,58
152,58
153,61
154,59
155,60
156,62
157,60
158,58
159,61
160,55
161,61
162,59
163,60
164,57
165,59
166,54
167,58
168,53
169,59
170,61
171,60
172,61
173,56
174,62
175,59
176,61
177,53
178,60
179,62
180,58
181,59
182,59
183,56
184,38
185,56
186,60
187,61
188,60
189,59
190,60
191,61
192,60
193,59
194,56
195,61
196,63
197,59
198,59
199,60
200,60
201,60
202,63
203,59
204,58
205,60
206,60
207,62
208,59
209,60
210,61
211,59
212,59
213,55
214,61
215,61
216,58
217,56
218,59
219,58
220,57
221,59
222,61
223,60
224,59
225,58
226,59
227,60
228,58
229,62
230,58
231,62
232,62
233,63
234,62
235,63
236,62
237,63
238,62
239,63
240,62
241,60
242,62
243,59
244,60
245,60
246,60
247,60
248,60
249,59
250,57
251,61
252,59
253,60
254,59
255,61
256,62
257,60
258,60
259,60
260,61
261,61
262,60
263,61
264,61
265,60
266,62
267,62
268,62
269,62
270,61
271,59
272,61
273,58
274,62
275,63
276,61
277,58
278,61
279,62
280,61
281,61
282,61
283,60
284,58
285,56
286,58
287,57
288,58
289,59
290,59
291,59
292,62
293,59
294,63
295,59
296,61
297,62
298,62
299,62
300,62
301,63
302,61
303,62
304,60
305,63
306,57
307,57
308,57
309,60
310,60
311,61
312,58
313,60
314,60
315,60
316,60
317,61
318,61
319,62
320,61
321,61
322,62
323,57
324,60
325,61
326,60
327,58
328,61
329,63
330,62
331,63
332,62
333,61
334,62
335,63
336,62
337,58
338,56
339,60
340,60
341,60
342,58
343,60
344,62
345,60
346,62
347,61
348,63
349,62
350,60
351,60
352,59
353,62
354,63
355,61
356,62
357,60
358,61
359,61
360,61
361,60
362,59
363,59
364,57
365,58
366,60
367,61
368,59
369,59
370,60
371,62
372,60
373,62
374,63
375,62
376,63
377,61
378,63
379,63
380,62
381,63
382,62
383,63
384,48
385,41
386,61
387,63
388,62
389,63
390,62
391,57
392,61
393,59
394,61
395,63
396,59
397,60
398,49
399,59
400,61
401,62
402,55
403,58
404,58
405,58
406,62
407,60
408,61
409,62
410,62
411,61
412,62
413,58
414,59
415,58
416,57
417,59
418,57
419,61
420,55
421,58
422,57
423,60
424,58
425,60
426,57
427,59
428,58
429,60
430,63
431,61
432,62
433,58
434,57
435,58
436,60
437,61
438,56
439,54
440,61
441,62
442,59
443,58
444,61
445,57
446,63
447,58
448,61
449,59
450,59
451,54
452,58
453,58
454,58
455,56
456,60
457,60
458,58
459,57
460,61
461,61
462,63
463,61
464,62
465,62
466,63
467,60
468,61
469,61
470,59
471,57
472,59
473,55
474,58
475,61
476,61
477,60
478,60
479,60
480,62
481,59
482,60
483,63
484,59
485,61
486,61
487,61
488,62
489,61
490,59
491,63
492,62
493,61
494,60
495,61
496,61
497,61
498,57
499,56
500,58
501,58
502,59
503,59
504,61
505,62
506,53
507,61
508,58
509,61
510,61
511,63
512,60
513,62
514,58
515,60
516,58
517,59
518,59
519,60
520,58
521,62
522,60
523,62
524,62
525,62
526,63
527,62
528,62
529,61
530,60
531,62
532,61
533,59
534,59
535,59
536,61
537,61
538,60
539,61
540,57
541,59
542,61
543,62
544,61
545,60
546,60
547,62
548,63
549,58
550,60
551,60
552,62
553,58
554,59
555,60
556,62
557,59
558,59
559,60
560,60
561,60
562,59
563,60
564,60
565,60
566,62
567,61
568,62
569,60
570,57
571,60
572,60
573,59
574,57
575,61
576,57
577,62
578,58
579,59
580,58
581,61
582,59
583,60
584,59
585,62
586,60
587,62
588,60
589,62
590,60
591,61
592,62
593,60
594,59
595,60
596,61
597,58
598,62
599,60
600,61
